teamName,sport,year,wins,losses
Dallas Stars,NHL,2021,23,19
Detroit Red Wings,NHL,2021,19,27
Edmonton Oilers,NHL,2021,35,19
Florida Panthers,NHL,2021,37,14
Los Angeles Kings,NHL,2021,21,28
Minnesota Wild,NHL,2021,35,16
Montreal Canadiens,NHL,2021,24,21
New Jersey Devils,NHL,2021,19,30
Nashville Predators,NHL,2021,31,23
New York Islanders,NHL,2021,32,17
New York Rangers,NHL,2021,27,23
Ottawa Senators,NHL,2021,23,28
Philadelphia Flyers,NHL,2021,25,23
Pittsburgh Penguins,NHL,2021,37,16
San Jose Sharks,NHL,2021,21,28
St. Louis Blues,NHL,2021,27,20
Tampa Bay Lightning,NHL,2021,36,17
Toronto Maple Leafs,NHL,2021,35,14
Vancouver Canucks,NHL,2021,23,29
Vegas Golden Knights,NHL,2021,40,14
Winnipeg Jets,NHL,2021,30,23
Washington Capitals,NHL,2021,36,15
